transit_uid,date,material,sending,receiving,actual_ship_date,actual_delivery_date,quantity,ori_deployment_uid,vehicle_uid
21139445|C816|A672|2026-02-16|net demand for forecast|061579_transit_20260218-C816-A672-Train-#1,2026-02-25,21139445,C816,A672,2026-02-18,2026-02-26,1,21139445|C816|A672|2026-02-16|net demand for forecast|061579,20260218-C816-A672-Train-#1
21139445|C816|A672|2026-02-16|net demand for forecast|061580_transit_20260218-C816-A672-Train-#1,2026-02-25,21139445,C816,A672,2026-02-18,2026-02-26,1,21139445|C816|A672|2026-02-16|net demand for forecast|061580,20260218-C816-A672-Train-#1
21139445|C816|A672|2026-02-16|net demand for forecast|061581_transit_20260218-C816-A672-Train-#1,2026-02-25,21139445,C816,A672,2026-02-18,2026-02-26,1,21139445|C816|A672|2026-02-16|net demand for forecast|061581,20260218-C816-A672-Train-#1
21139445|C816|A672|2026-02-16|net demand for forecast|061582_transit_20260218-C816-A672-Train-#1,2026-02-25,21139445,C816,A672,2026-02-18,2026-02-26,1,21139445|C816|A672|2026-02-16|net demand for forecast|061582,20260218-C816-A672-Train-#1
21139445|C816|A672|2026-02-16|net demand for forecast|061583_transit_20260218-C816-A672-Train-#1,2026-02-25,21139445,C816,A672,2026-02-18,2026-02-26,1,21139445|C816|A672|2026-02-16|net demand for forecast|061583,20260218-C816-A672-Train-#1
21139445|C816|A672|2026-02-16|net demand for forecast|061584_transit_20260218-C816-A672-Train-#1,2026-02-25,21139445,C816,A672,2026-02-18,2026-02-26,1,21139445|C816|A672|2026-02-16|net demand for forecast|061584,20260218-C816-A672-Train-#1
21139445|C816|A672|2026-02-16|net demand for forecast|061585_transit_20260218-C816-A672-Train-#1,2026-02-25,21139445,C816,A672,2026-02-18,2026-02-26,4,21139445|C816|A672|2026-02-16|net demand for forecast|061585,20260218-C816-A672-Train-#1
21414747|C816|A672|2026-02-16|net demand for forecast|061686_transit_20260218-C816-A672-Train-#1,2026-02-25,21414747,C816,A672,2026-02-18,2026-02-26,6,21414747|C816|A672|2026-02-16|net demand for forecast|061686,20260218-C816-A672-Train-#1
21414747|C816|A672|2026-02-16|net demand for forecast|061687_transit_20260218-C816-A672-Train-#1,2026-02-25,21414747,C816,A672,2026-02-18,2026-02-26,6,21414747|C816|A672|2026-02-16|net demand for forecast|061687,20260218-C816-A672-Train-#1
21414747|C816|A672|2026-02-16|net demand for forecast|061688_transit_20260218-C816-A672-Train-#1,2026-02-25,21414747,C816,A672,2026-02-18,2026-02-27,6,21414747|C816|A672|2026-02-16|net demand for forecast|061688,20260218-C816-A672-Train-#1
21414747|C816|A672|2026-02-16|net demand for forecast|061689_transit_20260218-C816-A672-Train-#1,2026-02-25,21414747,C816,A672,2026-02-18,2026-02-26,6,21414747|C816|A672|2026-02-16|net demand for forecast|061689,20260218-C816-A672-Train-#1
21414747|C816|A672|2026-02-16|net demand for forecast|061690_transit_20260218-C816-A672-Train-#1,2026-02-25,21414747,C816,A672,2026-02-18,2026-02-26,6,21414747|C816|A672|2026-02-16|net demand for forecast|061690,20260218-C816-A672-Train-#1
21414747|C816|A672|2026-02-16|net demand for forecast|061691_transit_20260218-C816-A672-Train-#1,2026-02-25,21414747,C816,A672,2026-02-18,2026-02-26,6,21414747|C816|A672|2026-02-16|net demand for forecast|061691,20260218-C816-A672-Train-#1
21414747|C816|A672|2026-02-16|net demand for forecast|061692_transit_20260218-C816-A672-Train-#1,2026-02-25,21414747,C816,A672,2026-02-18,2026-02-26,6,21414747|C816|A672|2026-02-16|net demand for forecast|061692,20260218-C816-A672-Train-#1
21419485|C816|A672|2026-02-16|net demand for forecast|061702_transit_20260218-C816-A672-Train-#1,2026-02-25,21419485,C816,A672,2026-02-18,2026-02-27,5,21419485|C816|A672|2026-02-16|net demand for forecast|061702,20260218-C816-A672-Train-#1
21419485|C816|A672|2026-02-16|net demand for forecast|061703_transit_20260218-C816-A672-Train-#1,2026-02-25,21419485,C816,A672,2026-02-18,2026-02-26,5,21419485|C816|A672|2026-02-16|net demand for forecast|061703,20260218-C816-A672-Train-#1
21419485|C816|A672|2026-02-16|net demand for forecast|061704_transit_20260218-C816-A672-Train-#1,2026-02-25,21419485,C816,A672,2026-02-18,2026-02-27,5,21419485|C816|A672|2026-02-16|net demand for forecast|061704,20260218-C816-A672-Train-#1
21419485|C816|A672|2026-02-16|net demand for forecast|061705_transit_20260218-C816-A672-Train-#1,2026-02-25,21419485,C816,A672,2026-02-18,2026-02-26,5,21419485|C816|A672|2026-02-16|net demand for forecast|061705,20260218-C816-A672-Train-#1
21419485|C816|A672|2026-02-16|net demand for forecast|061706_transit_20260218-C816-A672-Train-#1,2026-02-25,21419485,C816,A672,2026-02-18,2026-02-26,5,21419485|C816|A672|2026-02-16|net demand for forecast|061706,20260218-C816-A672-Train-#1
21419485|C816|A672|2026-02-16|net demand for forecast|061707_transit_20260218-C816-A672-Train-#1,2026-02-25,21419485,C816,A672,2026-02-18,2026-02-26,5,21419485|C816|A672|2026-02-16|net demand for forecast|061707,20260218-C816-A672-Train-#1
21419485|C816|A672|2026-02-16|net demand for forecast|061708_transit_20260218-C816-A672-Train-#1,2026-02-25,21419485,C816,A672,2026-02-18,2026-02-27,5,21419485|C816|A672|2026-02-16|net demand for forecast|061708,20260218-C816-A672-Train-#1
21428668|C816|A672|2026-02-16|net demand for forecast|061719_transit_20260218-C816-A672-Train-#1,2026-02-25,21428668,C816,A672,2026-02-18,2026-02-26,6,21428668|C816|A672|2026-02-16|net demand for forecast|061719,20260218-C816-A672-Train-#1
21428668|C816|A672|2026-02-16|net demand for forecast|061720_transit_20260218-C816-A672-Train-#1,2026-02-25,21428668,C816,A672,2026-02-18,2026-02-26,6,21428668|C816|A672|2026-02-16|net demand for forecast|061720,20260218-C816-A672-Train-#1
21428668|C816|A672|2026-02-16|net demand for forecast|061721_transit_20260218-C816-A672-Train-#1,2026-02-25,21428668,C816,A672,2026-02-18,2026-02-27,6,21428668|C816|A672|2026-02-16|net demand for forecast|061721,20260218-C816-A672-Train-#1
21428668|C816|A672|2026-02-16|net demand for forecast|061722_transit_20260218-C816-A672-Train-#1,2026-02-25,21428668,C816,A672,2026-02-18,2026-02-26,6,21428668|C816|A672|2026-02-16|net demand for forecast|061722,20260218-C816-A672-Train-#1
21428668|C816|A672|2026-02-16|net demand for forecast|061723_transit_20260218-C816-A672-Train-#1,2026-02-25,21428668,C816,A672,2026-02-18,2026-02-26,6,21428668|C816|A672|2026-02-16|net demand for forecast|061723,20260218-C816-A672-Train-#1
21428668|C816|A672|2026-02-16|net demand for forecast|061724_transit_20260218-C816-A672-Train-#1,2026-02-25,21428668,C816,A672,2026-02-18,2026-02-26,6,21428668|C816|A672|2026-02-16|net demand for forecast|061724,20260218-C816-A672-Train-#1
21428668|C816|A672|2026-02-16|net demand for forecast|061725_transit_20260218-C816-A672-Train-#1,2026-02-25,21428668,C816,A672,2026-02-18,2026-02-26,7,21428668|C816|A672|2026-02-16|net demand for forecast|061725,20260218-C816-A672-Train-#1
21442422|C816|A672|2026-02-16|net demand for forecast|061731_transit_20260218-C816-A672-Train-#1,2026-02-25,21442422,C816,A672,2026-02-18,2026-02-26,4,21442422|C816|A672|2026-02-16|net demand for forecast|061731,20260218-C816-A672-Train-#1
21442422|C816|A672|2026-02-16|net demand for forecast|061732_transit_20260218-C816-A672-Train-#1,2026-02-25,21442422,C816,A672,2026-02-18,2026-02-26,4,21442422|C816|A672|2026-02-16|net demand for forecast|061732,20260218-C816-A672-Train-#1
21442422|C816|A672|2026-02-16|net demand for forecast|061733_transit_20260218-C816-A672-Train-#1,2026-02-25,21442422,C816,A672,2026-02-18,2026-02-27,4,21442422|C816|A672|2026-02-16|net demand for forecast|061733,20260218-C816-A672-Train-#1
21442422|C816|A672|2026-02-16|net demand for forecast|061734_transit_20260218-C816-A672-Train-#1,2026-02-25,21442422,C816,A672,2026-02-18,2026-02-26,4,21442422|C816|A672|2026-02-16|net demand for forecast|061734,20260218-C816-A672-Train-#1
21442422|C816|A672|2026-02-16|net demand for forecast|061735_transit_20260218-C816-A672-Train-#1,2026-02-25,21442422,C816,A672,2026-02-18,2026-02-26,4,21442422|C816|A672|2026-02-16|net demand for forecast|061735,20260218-C816-A672-Train-#1
21442422|C816|A672|2026-02-16|net demand for forecast|061736_transit_20260218-C816-A672-Train-#1,2026-02-25,21442422,C816,A672,2026-02-18,2026-02-27,4,21442422|C816|A672|2026-02-16|net demand for forecast|061736,20260218-C816-A672-Train-#1
21442422|C816|A672|2026-02-16|net demand for forecast|061737_transit_20260218-C816-A672-Train-#1,2026-02-25,21442422,C816,A672,2026-02-18,2026-02-26,4,21442422|C816|A672|2026-02-16|net demand for forecast|061737,20260218-C816-A672-Train-#1
21442896|C816|A672|2026-02-16|net demand for forecast|061746_transit_20260218-C816-A672-Train-#1,2026-02-25,21442896,C816,A672,2026-02-18,2026-02-26,5,21442896|C816|A672|2026-02-16|net demand for forecast|061746,20260218-C816-A672-Train-#1
21442896|C816|A672|2026-02-16|net demand for forecast|061747_transit_20260218-C816-A672-Train-#1,2026-02-25,21442896,C816,A672,2026-02-18,2026-02-26,5,21442896|C816|A672|2026-02-16|net demand for forecast|061747,20260218-C816-A672-Train-#1
21442896|C816|A672|2026-02-16|net demand for forecast|061748_transit_20260218-C816-A672-Train-#1,2026-02-25,21442896,C816,A672,2026-02-18,2026-02-26,5,21442896|C816|A672|2026-02-16|net demand for forecast|061748,20260218-C816-A672-Train-#1
21442896|C816|A672|2026-02-16|net demand for forecast|061749_transit_20260218-C816-A672-Train-#1,2026-02-25,21442896,C816,A672,2026-02-18,2026-02-26,5,21442896|C816|A672|2026-02-16|net demand for forecast|061749,20260218-C816-A672-Train-#1
21442896|C816|A672|2026-02-16|net demand for forecast|061750_transit_20260218-C816-A672-Train-#1,2026-02-25,21442896,C816,A672,2026-02-18,2026-02-26,5,21442896|C816|A672|2026-02-16|net demand for forecast|061750,20260218-C816-A672-Train-#1
21442896|C816|A672|2026-02-16|net demand for forecast|061751_transit_20260218-C816-A672-Train-#1,2026-02-25,21442896,C816,A672,2026-02-18,2026-02-26,5,21442896|C816|A672|2026-02-16|net demand for forecast|061751,20260218-C816-A672-Train-#1
21442896|C816|A672|2026-02-16|net demand for forecast|061752_transit_20260218-C816-A672-Train-#1,2026-02-25,21442896,C816,A672,2026-02-18,2026-02-26,5,21442896|C816|A672|2026-02-16|net demand for forecast|061752,20260218-C816-A672-Train-#1
80804699|C816|A672|2026-02-16|net demand for forecast|061836_transit_20260218-C816-A672-Train-#1,2026-02-25,80804699,C816,A672,2026-02-18,2026-02-26,1,80804699|C816|A672|2026-02-16|net demand for forecast|061836,20260218-C816-A672-Train-#1
80804699|C816|A672|2026-02-16|net demand for forecast|061837_transit_20260218-C816-A672-Train-#1,2026-02-25,80804699,C816,A672,2026-02-18,2026-02-27,1,80804699|C816|A672|2026-02-16|net demand for forecast|061837,20260218-C816-A672-Train-#1
80804699|C816|A672|2026-02-16|net demand for forecast|061838_transit_20260218-C816-A672-Train-#1,2026-02-25,80804699,C816,A672,2026-02-18,2026-02-27,1,80804699|C816|A672|2026-02-16|net demand for forecast|061838,20260218-C816-A672-Train-#1
80804699|C816|A672|2026-02-16|net demand for forecast|061839_transit_20260218-C816-A672-Train-#1,2026-02-25,80804699,C816,A672,2026-02-18,2026-02-26,1,80804699|C816|A672|2026-02-16|net demand for forecast|061839,20260218-C816-A672-Train-#1
80804699|C816|A672|2026-02-16|net demand for forecast|061840_transit_20260218-C816-A672-Train-#1,2026-02-25,80804699,C816,A672,2026-02-18,2026-02-26,1,80804699|C816|A672|2026-02-16|net demand for forecast|061840,20260218-C816-A672-Train-#1
