date,material,location,ending_inventory,in_transit,production_gr,delivery_gr,order,shipment,delivery_ship,supply_demand,safety_stock
2025-10-09,8084559201,C937,0,0,0,0,0,0,0,0,0
2025-10-09,8084559201,D191,0,0,0,0,0,0,0,0,0
2025-10-09,8084559201,D767,0,0,0,0,0,0,0,0,0
2025-10-09,8084559201,E295,0,0,0,0,0,0,0,0,0
2025-10-09,8084559201,E467,0,0,0,0,0,0,0,0,0
2025-10-09,80845594,A668,0,0,0,0,48,0,0,0,117
2025-10-09,80845594,A680,0,0,0,0,0,0,0,0,0
2025-10-09,80845594,C563,0,0,0,0,0,0,0,0,0
2025-10-09,80845594,C816,0,0,0,0,47,0,0,0,146
2025-10-09,80845594,C937,0,0,0,0,0,0,0,0,0
2025-10-09,80845594,D191,0,0,0,0,0,0,0,0,0
2025-10-09,80845594,D767,0,0,0,0,0,0,0,0,0
2025-10-09,80845594,E295,0,0,0,0,0,0,0,0,0
2025-10-09,80845594,E467,0,0,0,0,0,0,0,0,0
2025-10-09,80845595,A668,0,0,0,0,0,0,0,0,53
2025-10-09,80845595,A680,324,0,0,0,0,0,0,0,0
2025-10-09,80845595,C563,0,0,0,0,0,0,0,0,0
2025-10-09,80845595,C816,912,0,0,0,0,0,0,0,276
2025-10-09,80845595,C937,0,0,0,0,0,0,0,0,0
2025-10-09,80845595,D191,0,0,0,0,0,0,0,0,0
2025-10-09,80845595,D767,0,0,0,0,0,0,0,0,0
2025-10-09,80845595,E295,0,0,0,0,0,0,0,0,0
2025-10-09,80845595,E467,0,0,0,0,0,0,0,0,0
2025-10-09,80858064,A668,662,0,0,0,12,12,0,0,180
2025-10-09,80858064,A680,559,0,0,0,0,0,0,0,0
2025-10-09,80858064,A888,0,0,0,0,32,0,0,0,0
2025-10-09,80858064,C563,0,0,0,0,0,0,0,0,0
2025-10-09,80858064,C816,1474,0,0,0,102,102,0,0,678
2025-10-09,80858064,C937,0,0,0,0,0,0,0,0,0
2025-10-09,80858064,D191,0,0,0,0,0,0,0,0,0
2025-10-09,80858064,D767,0,0,0,0,0,0,0,0,0
2025-10-09,80858064,E295,0,0,0,0,0,0,0,0,0
2025-10-09,80858064,E467,0,0,0,0,0,0,0,0,0
2025-10-09,80858067,A668,764,0,0,0,6,6,0,0,105
2025-10-09,80858067,A680,941,0,0,0,0,0,0,0,0
2025-10-09,80858067,A888,0,0,0,0,19,0,0,0,0
2025-10-09,80858067,C563,0,0,0,0,0,0,0,0,0
2025-10-09,80858067,C816,2205,0,0,0,10,10,0,0,397
2025-10-09,80858067,C937,0,0,0,0,0,0,0,0,0
2025-10-09,80858067,D191,0,0,0,0,0,0,0,0,0
2025-10-09,80858067,D767,0,0,0,0,0,0,0,0,0
2025-10-09,80858067,E295,0,0,0,0,0,0,0,0,0
2025-10-09,80858067,E467,0,0,0,0,0,0,0,0,0
2025-10-09,8085806701,A668,817,0,0,0,7,7,0,0,105
2025-10-09,8085806701,A680,941,0,0,0,0,0,0,0,0
2025-10-09,8085806701,A888,0,0,0,0,19,0,0,0,0
2025-10-09,8085806701,C563,0,0,0,0,0,0,0,0,0
2025-10-09,8085806701,C816,2390,0,0,0,3,3,0,0,397
2025-10-09,8085806701,C937,0,0,0,0,0,0,0,0,0
2025-10-09,8085806701,D191,0,0,0,0,0,0,0,0,0
2025-10-09,8085806701,D767,0,0,0,0,0,0,0,0,0
2025-10-09,8085806701,E295,0,0,0,0,0,0,0,0,0
2025-10-09,8085806701,E467,0,0,0,0,0,0,0,0,0
2025-10-09,80858069,A668,3229,0,0,0,0,0,0,0,928
2025-10-09,80858069,A680,753,0,0,0,0,0,0,0,0
2025-10-09,80858069,A888,0,0,0,0,78,0,0,0,0
2025-10-09,80858069,C563,0,0,0,0,0,0,0,0,0
2025-10-09,80858069,C816,3411,0,0,0,303,303,0,0,576
2025-10-09,80858069,C937,0,0,0,0,0,0,0,0,0
2025-10-09,80858069,D191,0,0,0,0,0,0,0,0,0
2025-10-09,80858069,D767,0,0,0,0,0,0,0,0,0
2025-10-09,80858069,E295,0,0,0,0,0,0,0,0,0
2025-10-09,80858069,E467,0,0,0,0,0,0,0,0,0
2025-10-09,80858072,A668,0,0,0,0,1,0,0,0,61
2025-10-09,80858072,A680,0,0,0,0,0,0,0,0,0
2025-10-09,80858072,A888,0,0,0,0,9,0,0,0,0
2025-10-09,80858072,C563,0,0,0,0,0,0,0,0,0
2025-10-09,80858072,C816,0,0,0,0,29,0,0,0,233
2025-10-09,80858072,C937,0,0,0,0,0,0,0,0,0
2025-10-09,80858072,D191,0,0,0,0,0,0,0,0,0
2025-10-09,80858072,D767,0,0,0,0,0,0,0,0,0
2025-10-09,80858072,E295,0,0,0,0,0,0,0,0,0
2025-10-09,80858072,E467,0,0,0,0,0,0,0,0,0
2025-10-09,80858074,A668,1500,0,0,0,98,98,0,0,405
2025-10-09,80858074,A680,173,0,0,0,0,0,0,0,0
2025-10-09,80858074,A888,0,0,0,0,43,0,0,0,0
2025-10-09,80858074,C563,0,0,0,0,0,0,0,0,0
2025-10-09,80858074,C816,1293,0,0,0,146,146,0,0,321
2025-10-09,80858074,C937,0,0,0,0,0,0,0,0,0
2025-10-09,80858074,D191,0,0,0,0,0,0,0,0,0
2025-10-09,80858074,D767,0,0,0,0,0,0,0,0,0
2025-10-09,80858074,E295,0,0,0,0,0,0,0,0,0
2025-10-09,80858074,E467,0,0,0,0,0,0,0,0,0
2025-10-09,80858075,A668,0,0,0,0,79,0,0,0,699
2025-10-09,80858075,A680,0,0,0,0,0,0,0,0,0
2025-10-09,80858075,A888,0,0,0,0,56,0,0,0,0
2025-10-09,80858075,C563,0,0,0,0,0,0,0,0,0
2025-10-09,80858075,C816,0,0,0,0,418,0,0,0,394
2025-10-09,80858075,C937,0,0,0,0,0,0,0,0,0
2025-10-09,80858075,D191,0,0,0,0,0,0,0,0,0
2025-10-09,80858075,D767,0,0,0,0,0,0,0,0,0
2025-10-09,80858075,E295,0,0,0,0,0,0,0,0,0
2025-10-09,80858075,E467,0,0,0,0,0,0,0,0,0
2025-10-09,80858076,A668,3679,0,0,0,94,94,0,0,485
2025-10-09,80858076,A680,596,0,0,0,0,0,0,0,0
2025-10-09,80858076,A888,0,0,0,0,42,0,0,0,0
2025-10-09,80858076,C563,0,0,0,0,0,0,0,0,0
2025-10-09,80858076,C816,3413,0,0,0,38,38,0,0,313
2025-10-09,80858076,C937,0,0,0,0,0,0,0,0,0
2025-10-09,80858076,D191,0,0,0,0,0,0,0,0,0
2025-10-09,80858076,D767,0,0,0,0,0,0,0,0,0
2025-10-09,80858076,E295,0,0,0,0,0,0,0,0,0
2025-10-09,80858076,E467,0,0,0,0,0,0,0,0,0
2025-10-09,8085807601,A668,3823,0,0,0,99,99,0,0,485
2025-10-09,8085807601,A680,596,0,0,0,0,0,0,0,0
2025-10-09,8085807601,A888,0,0,0,0,42,0,0,0,0
2025-10-09,8085807601,C563,0,0,0,0,0,0,0,0,0
2025-10-09,8085807601,C816,3344,0,0,0,43,43,0,0,313
2025-10-09,8085807601,C937,0,0,0,0,0,0,0,0,0
2025-10-09,8085807601,D191,0,0,0,0,0,0,0,0,0
2025-10-09,8085807601,D767,0,0,0,0,0,0,0,0,0
2025-10-09,8085807601,E295,0,0,0,0,0,0,0,0,0
2025-10-09,8085807601,E467,0,0,0,0,0,0,0,0,0
2025-10-09,80880374,A668,1681,0,0,0,33,33,0,0,192
2025-10-09,80880374,A680,882,0,0,0,0,0,0,0,0
2025-10-09,80880374,A888,0,0,0,0,15,0,0,0,87
2025-10-09,80880374,C563,0,0,0,0,0,0,0,0,0
2025-10-09,80880374,C816,3224,0,0,0,10,10,0,0,171
2025-10-09,80880374,C937,0,0,0,0,0,0,0,0,0
2025-10-09,80880374,D191,0,0,0,0,0,0,0,0,0
2025-10-09,80880374,D767,0,0,0,0,0,0,0,0,0
2025-10-09,80880374,E295,0,0,0,0,0,0,0,0,0
2025-10-09,80880374,E467,0,0,0,0,0,0,0,0,0
2025-10-09,8088037401,A668,0,0,0,0,16,0,0,0,192
2025-10-09,8088037401,A888,0,0,0,0,15,0,0,0,87
2025-10-09,8088037401,C816,0,0,0,0,19,0,0,0,171
2025-10-09,80880379,A668,3225,0,0,0,0,0,0,0,413
2025-10-09,80880379,A680,1470,0,0,0,0,0,0,0,0
2025-10-09,80880379,A888,0,0,0,0,18,0,0,0,25
2025-10-09,80880379,C563,0,0,0,0,0,0,0,0,0
2025-10-09,80880379,C816,6533,0,0,0,28,28,0,0,404
2025-10-09,80880379,C937,0,0,0,0,0,0,0,0,0
2025-10-09,80880379,D191,0,0,0,0,0,0,0,0,0
2025-10-09,80880379,D767,0,0,0,0,0,0,0,0,0
2025-10-09,80880379,E295,0,0,0,0,0,0,0,0,0
2025-10-09,80880379,E467,0,0,0,0,0,0,0,0,0
2025-10-10,80784365,A668,0,8697,0,0,652,0,0,0,2371
2025-10-10,80784365,A680,0,0,0,0,0,0,0,0,0
2025-10-10,80784365,A888,12216,0,3356,0,488,488,4114,0,1350
2025-10-10,80784365,C563,0,0,0,0,0,0,0,0,0
2025-10-10,80784365,C816,0,6287,0,0,144,0,0,0,1238
2025-10-10,80784365,C937,0,0,0,0,0,0,0,0,0
2025-10-10,80784365,D191,0,0,0,0,0,0,0,0,0
2025-10-10,80784365,D767,0,0,0,0,26,0,0,0,80
2025-10-10,80784365,E295,0,0,0,0,0,0,0,0,0
2025-10-10,80784365,E467,0,0,0,0,0,0,0,0,0
2025-10-10,80784366,A668,0,0,0,0,146,0,0,0,2262
2025-10-10,80784366,A680,1288,0,0,0,0,0,0,0,0
2025-10-10,80784366,A888,0,0,0,0,429,0,0,0,1273
2025-10-10,80784366,C563,196,0,0,0,0,0,0,0,0
2025-10-10,80784366,C816,2039,0,0,0,58,58,0,0,679
2025-10-10,80784366,C937,0,0,0,0,0,0,0,0,0
2025-10-10,80784366,D191,882,0,0,0,0,0,0,0,0
2025-10-10,80784366,D767,357,0,0,0,12,12,0,0,57
2025-10-10,80784366,E295,320,0,0,0,0,0,0,0,0
2025-10-10,80784366,E467,110,0,0,0,0,0,0,0,0
2025-10-10,8078436601,A668,0,0,0,0,769,0,0,0,2262
2025-10-10,8078436601,A680,1288,0,0,0,0,0,0,0,0
2025-10-10,8078436601,A888,0,0,0,0,429,0,0,0,1273
2025-10-10,8078436601,C563,196,0,0,0,0,0,0,0,0
2025-10-10,8078436601,C816,1424,0,0,0,318,318,0,0,679
2025-10-10,8078436601,C937,0,0,0,0,0,0,0,0,0
2025-10-10,8078436601,D191,882,0,0,0,0,0,0,0,0
2025-10-10,8078436601,D767,342,0,0,0,18,18,0,0,57
2025-10-10,8078436601,E295,320,0,0,0,0,0,0,0,0
2025-10-10,8078436601,E467,110,0,0,0,0,0,0,0,0
2025-10-10,80784368,A668,2338,0,0,0,1398,1398,0,0,3329
2025-10-10,80784368,A680,2529,0,0,0,0,0,0,0,0
2025-10-10,80784368,A888,0,0,0,0,697,0,0,0,1690
2025-10-10,80784368,C563,185,0,0,0,9,9,0,0,57
2025-10-10,80784368,C816,10403,0,0,0,717,717,0,0,1376
2025-10-10,80784368,C937,0,0,0,0,0,0,0,0,0
2025-10-10,80784368,D191,0,0,0,0,0,0,0,0,70
2025-10-10,80784368,D767,203,13,0,219,16,16,0,0,67
2025-10-10,80784368,E295,0,0,0,0,0,0,0,0,0
2025-10-10,80784368,E467,0,0,0,0,0,0,0,0,0
2025-10-10,80784369,A668,1221,0,0,0,179,179,0,0,724
2025-10-10,80784369,A680,298,0,0,0,0,0,0,0,0
2025-10-10,80784369,A888,0,0,0,0,255,0,0,0,961
2025-10-10,80784369,C563,0,0,0,0,17,0,0,0,75
2025-10-10,80784369,C816,342,0,0,0,125,125,0,0,599
2025-10-10,80784369,C937,0,0,0,0,0,0,0,0,0
2025-10-10,80784369,D191,0,0,0,0,72,0,0,0,225
2025-10-10,80784369,D767,561,0,0,676,115,115,0,0,486
2025-10-10,80784369,E295,0,0,0,0,20,0,0,0,184
2025-10-10,80784369,E467,0,0,0,0,12,0,0,0,43
2025-10-10,8078436901,A668,1899,0,0,0,40,40,0,0,724
2025-10-10,8078436901,A680,298,0,0,0,0,0,0,0,0
2025-10-10,8078436901,A888,0,0,0,0,255,0,0,0,961
2025-10-10,8078436901,C563,0,0,0,0,2,0,0,0,75
2025-10-10,8078436901,C816,1121,0,0,0,299,299,0,0,599
2025-10-10,8078436901,C937,0,0,0,0,0,0,0,0,0
2025-10-10,8078436901,D191,0,0,0,0,30,0,0,0,225
2025-10-10,8078436901,D767,0,30,0,88,135,88,0,0,486
2025-10-10,8078436901,E295,0,0,0,0,41,0,0,0,184
2025-10-10,8078436901,E467,0,0,0,0,0,0,0,0,43
2025-10-10,80784370,A668,2438,0,0,0,374,374,0,0,2527
2025-10-10,80784370,A680,3861,0,0,0,0,0,0,0,0
2025-10-10,80784370,A888,0,0,0,0,431,0,0,0,1211
2025-10-10,80784370,C563,299,0,0,0,17,17,0,0,46
2025-10-10,80784370,C816,5249,0,0,0,319,319,0,0,849
2025-10-10,80784370,C937,0,0,0,0,0,0,0,0,0
2025-10-10,80784370,D191,0,0,0,0,2,0,0,0,107
2025-10-10,80784370,D767,93,9,0,103,14,14,0,0,45
2025-10-10,80784370,E295,0,0,0,0,0,0,0,0,0
2025-10-10,80784370,E467,0,0,0,0,0,0,0,0,0
2025-10-10,80784376,A668,374,0,0,0,467,467,0,0,1161
2025-10-10,80784376,A680,1263,0,0,0,0,0,0,0,0
2025-10-10,80784376,A888,0,0,0,0,355,0,0,0,613
2025-10-10,80784376,C563,199,0,0,0,63,63,0,0,130
2025-10-10,80784376,C816,2588,0,0,0,202,202,0,0,853
2025-10-10,80784376,C937,0,0,0,0,0,0,0,0,0
2025-10-10,80784376,D191,679,0,0,0,20,20,0,0,100
2025-10-10,80784376,D767,1687,49,0,1687,0,0,0,0,776
2025-10-10,80784376,E295,401,0,0,0,96,96,0,0,222
2025-10-10,80784376,E467,0,0,0,0,0,0,0,0,0
2025-10-10,80784377,A668,0,307,0,0,207,0,0,0,1091
2025-10-10,80784377,A680,0,0,0,0,0,0,0,0,0
2025-10-10,80784377,A888,4955,0,5654,0,392,392,307,0,1560
2025-10-10,80784377,C563,0,0,0,0,0,0,0,0,122
2025-10-10,80784377,C816,0,0,0,0,123,0,0,0,1043
2025-10-10,80784377,C937,0,0,0,0,0,0,0,0,0
2025-10-10,80784377,D191,0,0,0,0,66,0,0,0,287
2025-10-10,80784377,D767,0,0,0,0,128,0,0,0,673
2025-10-10,80784377,E295,0,0,0,0,28,0,0,0,323
2025-10-10,80784377,E467,0,0,0,0,0,0,0,0,0
2025-10-10,80784379,A668,0,0,0,0,41,0,0,0,483
2025-10-10,80784379,A672,0,0,0,0,38,0,0,0,213
2025-10-10,80784379,A673,0,0,0,0,0,0,0,0,208
2025-10-10,80784379,A680,0,0,0,0,31,0,0,0,231
2025-10-10,80784379,A715,0,0,0,0,2,0,0,0,54
2025-10-10,80784379,A716,0,0,0,0,18,0,0,0,73
2025-10-10,80784379,A888,0,0,0,0,112,0,0,0,310
2025-10-10,80784379,C563,0,0,0,0,6,0,0,0,72
2025-10-10,80784379,C816,0,0,0,0,278,0,0,0,454
2025-10-10,80784379,C819,0,0,0,0,5,0,0,0,28
2025-10-10,80784379,C937,0,0,0,0,0,0,0,0,0
2025-10-10,80784379,D191,0,0,0,0,10,0,0,0,33
2025-10-10,80784379,D767,0,0,0,0,105,0,0,0,233
2025-10-10,80784379,E295,0,0,0,0,0,0,0,0,0
2025-10-10,80784379,E467,0,0,0,0,0,0,0,0,0
2025-10-10,80786340,A668,0,0,0,0,24,0,0,0,524
2025-10-10,80786340,A680,1548,0,0,0,0,0,0,0,0
2025-10-10,80786340,A888,0,0,0,0,249,0,0,0,472
2025-10-10,80786340,C563,6,0,0,0,12,12,0,0,61
2025-10-10,80786340,C816,1156,0,0,0,143,143,0,0,544
2025-10-10,80786340,C937,0,0,0,0,0,0,0,0,0
2025-10-10,80786340,D191,932,0,0,0,72,72,0,0,198
2025-10-10,80786340,D767,66,0,0,183,117,117,0,0,455
2025-10-10,80786340,E295,198,0,0,0,26,26,0,0,132
2025-10-10,80786340,E467,104,0,0,0,8,8,0,0,31
2025-10-10,80799645,A668,533,0,0,0,120,120,0,0,768
2025-10-10,80799645,A680,1895,0,0,0,0,0,0,0,0
2025-10-10,80799645,A888,0,0,0,0,206,0,0,0,429
2025-10-10,80799645,C563,24,0,0,0,17,17,0,0,52
2025-10-10,80799645,C816,5166,0,0,0,398,398,0,0,1582
2025-10-10,80799645,C937,0,0,0,0,0,0,0,0,0
2025-10-10,80799645,D191,0,0,0,0,47,0,0,0,183
2025-10-10,80799645,D767,292,1,0,140,18,18,0,0,118
2025-10-10,80799645,E295,0,0,0,0,0,0,0,0,0
2025-10-10,80799645,E467,0,0,0,0,0,0,0,0,0
2025-10-10,80799646,A668,3214,0,0,0,109,109,0,0,913
2025-10-10,80799646,A680,2990,0,0,0,0,0,0,0,0
2025-10-10,80799646,A888,0,0,0,0,398,0,0,0,1167
2025-10-10,80799646,C563,43,0,0,0,62,62,0,0,106
2025-10-10,80799646,C816,2217,0,0,0,433,433,0,0,1730
2025-10-10,80799646,C937,0,0,0,0,0,0,0,0,0
2025-10-10,80799646,D191,0,0,0,0,16,0,0,0,196
2025-10-10,80799646,D767,219,0,0,0,34,34,0,0,141
2025-10-10,80799646,E295,0,0,0,0,0,0,0,0,0
2025-10-10,80799646,E467,0,0,0,0,0,0,0,0,0
2025-10-10,80799647,A668,2657,0,0,0,104,104,0,0,613
2025-10-10,80799647,A680,529,0,0,0,0,0,0,0,0
2025-10-10,80799647,A888,0,0,0,0,339,0,0,0,1093
2025-10-10,80799647,C563,0,0,0,0,23,0,0,0,73
2025-10-10,80799647,C816,977,0,0,0,263,263,0,0,970
2025-10-10,80799647,C937,0,0,0,0,0,0,0,0,0
2025-10-10,80799647,D191,0,0,0,0,9,0,0,0,100
2025-10-10,80799647,D767,0,0,0,0,25,0,0,0,106
2025-10-10,80799647,E295,0,0,0,0,0,0,0,0,0
2025-10-10,80799647,E467,0,0,0,0,0,0,0,0,0
2025-10-10,8079964701,A668,2463,0,0,0,0,0,0,0,613
2025-10-10,8079964701,A680,529,0,0,0,0,0,0,0,0
2025-10-10,8079964701,A888,0,0,0,0,339,0,0,0,1093
2025-10-10,8079964701,C563,0,0,0,0,26,0,0,0,73
2025-10-10,8079964701,C816,1165,0,0,0,50,50,0,0,970
2025-10-10,8079964701,C937,0,0,0,0,0,0,0,0,0
2025-10-10,8079964701,D191,0,0,0,0,9,0,0,0,100
2025-10-10,8079964701,D767,0,0,0,5,23,5,0,0,106
2025-10-10,8079964701,E295,0,0,0,0,0,0,0,0,0
2025-10-10,8079964701,E467,0,0,0,0,0,0,0,0,0
2025-10-10,80799648,A668,0,0,0,0,169,0,0,0,530
2025-10-10,80799648,A680,0,0,0,0,0,0,0,0,0
2025-10-10,80799648,A888,0,0,0,0,387,0,0,0,1328
2025-10-10,80799648,C563,0,0,0,0,0,0,0,0,72
2025-10-10,80799648,C816,0,0,0,0,52,0,0,0,1106
2025-10-10,80799648,C937,0,0,0,0,0,0,0,0,0
2025-10-10,80799648,D191,0,0,0,0,61,0,0,0,149
2025-10-10,80799648,D767,0,0,0,0,37,0,0,0,141
2025-10-10,80799648,E295,0,0,0,0,0,0,0,0,0
2025-10-10,80799648,E467,0,0,0,0,0,0,0,0,0
2025-10-10,80804077,A668,3731,0,0,0,365,365,0,0,814
2025-10-10,80804077,A680,2510,0,0,0,0,0,0,0,0
2025-10-10,80804077,A888,0,0,0,0,61,0,0,0,85
2025-10-10,80804077,C563,3,0,0,0,0,0,0,0,0
2025-10-10,80804077,C816,7656,0,0,0,2,2,0,0,252
2025-10-10,80804077,C937,0,0,0,0,0,0,0,0,0
2025-10-10,80804077,D191,0,0,0,0,5,0,0,0,16
2025-10-10,80804077,D767,54,0,0,0,5,5,0,0,17
2025-10-10,80804077,E295,0,0,0,0,0,0,0,0,0
2025-10-10,80804077,E467,0,0,0,0,0,0,0,0,0
2025-10-10,8080407701,A668,3852,0,0,0,238,238,0,0,814
2025-10-10,8080407701,A680,2510,0,0,0,0,0,0,0,0
2025-10-10,8080407701,A888,0,0,0,0,61,0,0,0,85
2025-10-10,8080407701,C563,3,0,0,0,0,0,0,0,0
2025-10-10,8080407701,C816,7770,0,0,0,103,103,0,0,252
2025-10-10,8080407701,C937,0,0,0,0,0,0,0,0,0
2025-10-10,8080407701,D191,0,0,0,0,5,0,0,0,16
2025-10-10,8080407701,D767,61,0,0,0,6,6,0,0,17
2025-10-10,8080407701,E295,0,0,0,0,0,0,0,0,0
2025-10-10,8080407701,E467,0,0,0,0,0,0,0,0,0
2025-10-10,80804078,A668,0,0,0,0,536,0,0,0,1716
2025-10-10,80804078,A680,0,0,0,0,0,0,0,0,0
2025-10-10,80804078,A888,0,0,0,0,142,0,0,0,224
2025-10-10,80804078,C563,0,0,0,0,0,0,0,0,0
2025-10-10,80804078,C816,0,0,0,0,294,0,0,0,563
2025-10-10,80804078,C937,0,0,0,0,0,0,0,0,0
2025-10-10,80804078,D191,0,0,0,0,15,0,0,0,33
2025-10-10,80804078,D767,0,0,0,0,6,0,0,0,41
2025-10-10,80804078,E295,0,0,0,0,0,0,0,0,0
2025-10-10,80804078,E467,0,0,0,0,0,0,0,0,0
2025-10-10,80804079,A668,3072,0,0,0,495,495,0,0,1499
2025-10-10,80804079,A680,1120,0,0,0,0,0,0,0,0
2025-10-10,80804079,A888,0,0,0,0,122,0,0,0,141
2025-10-10,80804079,C563,0,0,0,0,0,0,0,0,0
2025-10-10,80804079,C816,3317,0,0,0,92,92,0,0,539
2025-10-10,80804079,C937,0,0,0,0,0,0,0,0,0
2025-10-10,80804079,D191,227,0,0,0,4,4,0,0,30
2025-10-10,80804079,D767,77,0,0,52,10,10,0,0,31
2025-10-10,80804079,E295,0,0,0,0,0,0,0,0,0
2025-10-10,80804079,E467,0,0,0,0,0,0,0,0,0
2025-10-10,80842325,A668,3280,0,0,0,518,518,0,0,1504
2025-10-10,80842325,A680,3267,0,0,0,0,0,0,0,0
2025-10-10,80842325,A888,0,0,0,0,453,0,0,0,1043
2025-10-10,80842325,C563,20,0,0,0,9,9,0,0,45
2025-10-10,80842325,C816,3073,0,0,0,317,317,0,0,577
2025-10-10,80842325,C937,0,0,0,0,0,0,0,0,0
2025-10-10,80842325,D191,0,0,0,0,41,0,0,0,89
2025-10-10,80842325,D767,38,0,0,0,0,0,0,0,94
2025-10-10,80842325,E295,0,0,0,0,0,0,0,0,0
2025-10-10,80842325,E467,0,0,0,0,0,0,0,0,0
2025-10-10,8084232501,A668,4140,0,0,0,415,415,0,0,1504
2025-10-10,8084232501,A680,3267,0,0,0,0,0,0,0,0
2025-10-10,8084232501,A888,0,0,0,0,453,0,0,0,1043
2025-10-10,8084232501,C563,62,0,0,0,20,20,0,0,45
2025-10-10,8084232501,C816,4686,0,0,0,0,0,0,0,577
2025-10-10,8084232501,C937,0,0,0,0,0,0,0,0,0
2025-10-10,8084232501,D191,0,0,0,0,55,22,0,0,89
2025-10-10,8084232501,D767,0,0,0,0,30,4,0,0,94
2025-10-10,8084232501,E295,0,0,0,0,0,0,0,0,0
2025-10-10,8084232501,E467,0,0,0,0,0,0,0,0,0
2025-10-10,80842328,A668,1897,0,0,0,708,708,0,0,2272
2025-10-10,80842328,A680,7836,0,0,0,0,0,0,0,0
2025-10-10,80842328,A888,0,0,0,0,438,0,0,0,221
2025-10-10,80842328,C563,144,0,0,0,29,29,0,0,77
2025-10-10,80842328,C816,9229,0,0,0,820,820,0,0,1479
2025-10-10,80842328,C937,0,0,0,0,0,0,0,0,0
2025-10-10,80842328,D191,130,0,0,0,77,77,0,0,150
2025-10-10,80842328,D767,425,0,0,0,0,0,0,0,179
2025-10-10,80842328,E295,0,0,0,0,0,0,0,0,0
2025-10-10,80842328,E467,0,0,0,0,0,0,0,0,0
2025-10-10,80842331,A668,0,0,0,0,262,0,0,0,850
2025-10-10,80842331,A680,0,0,0,0,0,0,0,0,0
2025-10-10,80842331,A888,0,0,0,0,213,0,0,0,240
2025-10-10,80842331,C563,0,0,0,0,0,0,0,0,0
2025-10-10,80842331,C816,0,0,0,0,258,0,0,0,539
2025-10-10,80842331,C937,0,0,0,0,0,0,0,0,0
2025-10-10,80842331,D191,0,0,0,0,10,0,0,0,53
2025-10-10,80842331,D767,0,0,0,0,12,0,0,0,59
2025-10-10,80842331,E295,0,0,0,0,0,0,0,0,0
2025-10-10,80842331,E467,0,0,0,0,0,0,0,0,0
2025-10-10,80842334,A668,5783,0,0,0,269,269,0,0,862
2025-10-10,80842334,A680,2578,0,0,0,0,0,0,0,0
2025-10-10,80842334,A888,0,0,0,0,271,0,0,0,585
2025-10-10,80842334,C563,0,0,0,0,0,0,0,0,0
2025-10-10,80842334,C816,8938,0,0,0,341,341,0,0,357
2025-10-10,80842334,C937,0,0,0,0,0,0,0,0,0
2025-10-10,80842334,D191,98,0,0,0,9,9,0,0,50
2025-10-10,80842334,D767,93,1,0,50,9,9,0,0,30
2025-10-10,80842334,E295,0,0,0,0,0,0,0,0,0
2025-10-10,80842334,E467,0,0,0,0,0,0,0,0,0
2025-10-10,80842335,A668,0,0,0,0,81,0,0,0,224
2025-10-10,80842335,A680,0,0,0,0,0,0,0,0,0
2025-10-10,80842335,A888,0,0,0,0,76,0,0,0,47
2025-10-10,80842335,C563,0,0,0,0,0,0,0,0,0
2025-10-10,80842335,C816,0,0,0,0,117,0,0,0,345
2025-10-10,80842335,C937,0,0,0,0,0,0,0,0,0
2025-10-10,80842335,D191,0,0,0,0,0,0,0,0,30
2025-10-10,80842335,D767,0,0,0,0,9,0,0,0,21
2025-10-10,80842335,E295,0,0,0,0,0,0,0,0,0
2025-10-10,80842335,E467,0,0,0,0,0,0,0,0,0
2025-10-10,80842336,A668,0,0,0,0,40,0,0,0,96
2025-10-10,80842336,A680,0,0,0,0,0,0,0,0,0
2025-10-10,80842336,A888,0,0,0,0,31,0,0,0,25
2025-10-10,80842336,C563,0,0,0,0,4,0,0,0,27
2025-10-10,80842336,C816,0,0,0,0,10,0,0,0,205
2025-10-10,80842336,C937,0,0,0,0,0,0,0,0,0
2025-10-10,80842336,D191,0,0,0,0,15,0,0,0,91
2025-10-10,80842336,D767,0,0,0,0,14,0,0,0,43
2025-10-10,80842336,E295,0,0,0,0,27,0,0,0,85
2025-10-10,80842336,E467,0,0,0,0,0,0,0,0,0
2025-10-10,80842337,A668,468,0,0,0,77,77,0,0,185
2025-10-10,80842337,A680,265,0,0,0,0,0,0,0,0
2025-10-10,80842337,A888,0,0,0,0,46,0,0,0,66
2025-10-10,80842337,C563,68,0,0,0,12,12,0,0,84
2025-10-10,80842337,C816,553,0,0,0,25,25,0,0,290
2025-10-10,80842337,C937,0,0,0,0,0,0,0,0,0
2025-10-10,80842337,D191,608,0,0,0,27,27,0,0,172
2025-10-10,80842337,D767,173,0,0,0,23,23,0,0,84
2025-10-10,80842337,E295,245,0,0,0,9,9,0,0,171
2025-10-10,80842337,E467,0,0,0,0,0,0,0,0,0
2025-10-10,80842338,A668,404,0,0,0,150,150,0,0,241
2025-10-10,80842338,A680,422,0,0,0,0,0,0,0,0
2025-10-10,80842338,A888,0,0,0,0,72,0,0,0,24
2025-10-10,80842338,C563,0,0,0,0,0,0,0,0,0
2025-10-10,80842338,C816,1761,0,0,0,115,115,0,0,325
2025-10-10,80842338,C937,0,0,0,0,0,0,0,0,0
2025-10-10,80842338,D191,0,0,0,0,5,0,0,0,30
2025-10-10,80842338,D767,46,0,0,0,4,4,0,0,21
2025-10-10,80842338,E295,0,0,0,0,0,0,0,0,0
